BLEU,TER
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.25
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
0.7071067811865476,0.25
0.7071067811865476,0.25
1.0,0.0
0.30934850332660563,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.5
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,0.25
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.7071067811865476,0.125
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
0.5,0.25
0.8408964152537145,1.0
1.0,0.0
0.7071067811865476,0.25
0.8408964152537145,0.5
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.7071067811865476,0.25
0.8408964152537145,1.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
1.0,0.0
0.7071067811865476,0.25
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.7071067811865476,0.25
0.8408964152537145,0.25
0.5,0.5
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,0.25
0.8408964152537145,0.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.8125
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.25
0.8408964152537145,0.25
0.8408964152537145,1.0
0.30934850332660563,1.0
0.8408964152537145,0.25
0.30934850332660563,1.0
0.5,1.0
0.8408964152537145,0.5
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.5
0.8408964152537145,1.0
0.8408964152537145,0.75
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
0.30934850332660563,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.25
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.5
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.7083333333333334
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,0.25
1.0,0.0
0.8408964152537145,0.0
1.0,0.0
0.5,0.25
0.5,0.25
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.25
0.8408964152537145,0.25
0.07986788803078405,0.75
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,0.25
0.37991784282579627,0.5
0.5,1.0
0.7071067811865476,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,0.25
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
1.0,0.0
0.7071067811865476,0.25
0.8408964152537145,1.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.7071067811865476,0.25
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,0.25
1.0,0.0
1.0,0.0
0.8408964152537145,0.5
0.7071067811865476,0.25
0.5,0.5
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.25
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
